bb_idx,MT_deepHLApan_bind,MT_deepHLApan_immuno,WT_deepHLApan_bind,WT_deepHLApan_immuno
642,0.9527,0.3908,0.9546,0.3152
643,0.7286,0.9669,0.7546,0.9649
644,0.5824,0.5297,0.6467,0.5765
645,0.9848,0.7786,0.9848,0.9661
646,0.942,0.994,0.9652,0.9954
647,0.9386,0.824,0.9551,0.7461
648,0.4002,0.2835,0.4085,0.2652
649,0.202,0.9187,0.1846,0.9694
650,0.3863,0.4661,0.3628,0.505
651,0.9994,0.6946,0.9995,0.9541
652,0.8431,0.9917,0.8608,0.9958
653,0.9427,0.6783,0.943,0.7434
654,0.8882,0.2645,0.8553,0.2483
655,0.441,0.8821,0.3919,0.9407
656,0.3408,0.3446,0.4142,0.4788
657,0.9763,0.7165,0.9843,0.9584
658,0.7608,0.9911,0.8003,0.9948
659,0.7964,0.5282,0.81,0.6139
660,0.8932,0.1063,0.9119,0.0682
661,0.588,0.8973,0.6512,0.8623
662,0.3842,0.4666,0.6251,0.5399
663,0.9622,0.6134,0.9649,0.951
664,0.7002,0.9929,0.8549,0.9936
665,0.9188,0.4949,0.8759,0.5134
666,0.7127,0.0451,0.5939,0.0546
667,0.2839,0.6759,0.4098,0.7244
668,0.502,0.4236,0.3621,0.5536
669,0.8047,0.4175,0.8401,0.741
670,0.8633,0.9909,0.9665,0.9919
671,0.9539,0.3649,0.9866,0.5234
672,0.3394,0.0531,0.3644,0.0407
673,0.4856,0.8726,0.4395,0.8496
674,0.5591,0.5964,0.7116,0.6535
675,0.8941,0.3771,0.8638,0.3762
676,0.7485,0.9955,0.9259,0.9949
677,0.7809,0.664,0.9466,0.6422
678,0.994,0.0901,0.9954,0.0863
679,0.7476,0.9113,0.7434,0.9427
680,0.5341,0.7194,0.5124,0.8955
681,0.9082,0.3497,0.9275,0.3735
682,0.9777,0.9937,0.9839,0.9973
683,0.7723,0.7064,0.7956,0.7616
684,0.8823,0.1255,0.8607,0.0833
685,0.7069,0.8591,0.6757,0.8717
686,0.583,0.647,0.5599,0.7098
687,0.9981,0.3292,0.9977,0.3354
688,0.9443,0.9925,0.9365,0.9927
689,0.9387,0.5571,0.9566,0.635
690,0.6786,0.1622,0.6345,0.1178
691,0.3771,0.8138,0.2826,0.7848
692,0.6085,0.309,0.4966,0.3087
693,0.9926,0.2286,0.994,0.2446
694,0.9392,0.992,0.9048,0.9894
695,0.8975,0.5056,0.8836,0.4772
696,0.9412,0.1276,0.9526,0.1812
697,0.8251,0.8423,0.8064,0.8464
698,0.7109,0.2991,0.7185,0.3011
699,0.9931,0.4776,0.9931,0.3508
700,0.8782,0.9644,0.8553,0.9554
701,0.9426,0.4708,0.9242,0.5132
702,0.8643,0.182,0.8567,0.3535
703,0.8781,0.8964,0.859,0.9238
704,0.773,0.5223,0.8194,0.6798
705,0.9604,0.7936,0.9624,0.808
706,0.8976,0.9846,0.9113,0.9792
707,0.8424,0.6807,0.838,0.7887
708,0.891,0.1815,0.8315,0.3176
709,0.9778,0.8216,0.9631,0.9054
710,0.8093,0.3097,0.7923,0.7627
711,0.9824,0.7144,0.9894,0.6952
712,0.9954,0.9838,0.9956,0.9925
713,0.9227,0.5437,0.8819,0.7633
714,0.5925,0.2809,0.6082,0.4444
715,0.8886,0.9555,0.8813,0.9601
716,0.843,0.8455,0.9546,0.896
717,0.9697,0.8782,0.9819,0.8308
718,0.9976,0.9957,0.998,0.996
719,0.9879,0.8809,0.9894,0.9139
720,0.5795,0.3326,0.5704,0.2779
721,0.9772,0.9023,0.9114,0.8012
722,0.7842,0.2935,0.8394,0.6529
723,0.9401,0.4911,0.7771,0.4677
724,0.682,0.9887,0.8298,0.9513
725,0.9859,0.7591,0.9836,0.7183
726,0.8627,0.2485,0.8985,0.2417
727,0.9893,0.8305,0.9851,0.8201
728,0.8623,0.4744,0.8112,0.674
729,0.8731,0.6261,0.9547,0.6537
730,0.9518,0.976,0.9738,0.985
731,0.8415,0.7092,0.8361,0.6243
732,0.7909,0.1583,0.8966,0.2201
733,0.9063,0.7755,0.8632,0.8449
734,0.9262,0.5458,0.869,0.6701
735,0.997,0.3479,0.9973,0.6687
736,0.9726,0.9815,0.9685,0.9896
737,0.9527,0.5879,0.9319,0.4975
738,0.6418,0.0576,0.7509,0.2997
739,0.8342,0.738,0.7105,0.8905
740,0.8679,0.1788,0.6508,0.4845
741,0.9874,0.362,0.9786,0.4909
742,0.8938,0.9819,0.8704,0.9906
743,0.8909,0.3982,0.858,0.5482
744,0.5368,0.0478,0.7234,0.4398
745,0.9504,0.7747,0.9429,0.8485
746,0.6884,0.0588,0.6568,0.4609
747,0.7527,0.3661,0.9236,0.7358
748,0.5754,0.9776,0.7506,0.9929
749,0.9501,0.4022,0.9899,0.7349
750,0.3837,0.1195,0.6416,0.3756
751,0.9784,0.807,0.9229,0.8587
752,0.6371,0.1971,0.489,0.6279
753,0.702,0.4432,0.8948,0.827
754,0.907,0.9884,0.7685,0.9947
755,0.8585,0.5806,0.9448,0.7787
756,0.3552,0.1966,0.6423,0.3967
757,0.8757,0.7459,0.9224,0.922
758,0.8579,0.1361,0.7544,0.4792
759,0.6995,0.3594,0.9507,0.516
760,0.8499,0.9865,0.9788,0.9952
761,0.9638,0.5288,0.9034,0.753
762,0.1313,0.1657,0.1916,0.2235
763,0.2976,0.8719,0.2679,0.9338
764,0.8761,0.2419,0.8121,0.5231
765,0.3287,0.5283,0.4684,0.4905
766,0.6206,0.9893,0.5524,0.9858
767,0.4946,0.5724,0.2132,0.6036
768,0.4038,0.181,0.5803,0.302
769,0.9537,0.8228,0.9656,0.8716
770,0.7248,0.5173,0.9353,0.7455
771,0.6368,0.7743,0.8926,0.7837
772,0.5452,0.9959,0.8949,0.9965
773,0.9593,0.7132,0.988,0.7893
774,0.4961,0.1551,0.5858,0.1888
775,0.9957,0.8249,0.9969,0.7801
776,0.71,0.5004,0.8849,0.5714
777,0.7267,0.7324,0.8771,0.7689
778,0.6919,0.9942,0.8475,0.9957
779,0.8515,0.6311,0.9421,0.7141
780,0.3437,0.1684,0.5216,0.1703
781,0.892,0.8054,0.9519,0.9048
782,0.9635,0.4335,0.9525,0.5642
783,0.2913,0.4425,0.5875,0.6499
784,0.624,0.9906,0.8625,0.9932
785,0.5818,0.564,0.8012,0.7718
786,0.308,0.1142,0.3874,0.1652
787,0.8854,0.6216,0.9538,0.672
788,0.9663,0.0709,0.9568,0.0752
789,0.537,0.4004,0.7953,0.4777
790,0.3942,0.9224,0.6374,0.982
791,0.5263,0.3604,0.6066,0.4162
792,0.2437,0.0146,0.2763,0.0415
793,0.9529,0.4497,0.9523,0.5328
794,0.9373,0.04,0.9034,0.0468
795,0.6154,0.4366,0.683,0.4583
796,0.5342,0.9056,0.6499,0.9504
797,0.8797,0.3051,0.8911,0.2701
798,0.1629,0.0718,0.267,0.1213
799,0.9295,0.8074,0.902,0.8044
800,0.8048,0.2291,0.6763,0.2058
801,0.2807,0.6853,0.5452,0.5327
802,0.4961,0.9792,0.635,0.9708
803,0.751,0.435,0.8374,0.3768
804,0.4526,0.0366,0.6882,0.1011
805,0.8825,0.6618,0.902,0.7235
806,0.9174,0.2433,0.9349,0.1949
807,0.7478,0.7983,0.9973,0.7316
808,0.893,0.975,0.9797,0.9743
809,0.9573,0.2735,0.9905,0.3565
810,0.4243,0.0381,0.56,0.0992
811,0.8911,0.6294,0.8588,0.5849
812,0.6765,0.1496,0.8215,0.1539
813,0.6648,0.7668,0.7191,0.7669
814,0.8138,0.9711,0.7792,0.967
815,0.8999,0.2888,0.9114,0.2648
816,0.9895,0.2035,0.955,0.0619
817,0.9805,0.9436,0.9835,0.8917
818,0.9117,0.7842,0.7828,0.7063
819,0.9927,0.8765,0.973,0.6928
820,0.9784,0.996,0.9347,0.9946
821,0.9925,0.8286,0.9782,0.7388
822,0.9791,0.1279,0.9698,0.0873
823,0.9864,0.8986,0.9758,0.8943
824,0.9755,0.4829,0.9597,0.3515
825,0.9952,0.6815,0.9851,0.6516
826,0.9856,0.9952,0.9518,0.9951
827,0.9791,0.7862,0.9287,0.8409
828,0.4567,0.025,0.3466,0.0129
829,0.9117,0.6772,0.8754,0.5578
830,0.9053,0.2422,0.936,0.0842
831,0.8511,0.4207,0.5674,0.3114
832,0.6857,0.9494,0.5332,0.9516
833,0.7589,0.2715,0.6619,0.2512
834,0.4676,0.0209,0.2212,0.0225
835,0.9241,0.7844,0.7901,0.7796
836,0.9945,0.2892,0.9992,0.2671
837,0.4743,0.5928,0.2754,0.4822
838,0.9697,0.9842,0.825,0.9866
839,0.7969,0.431,0.4368,0.4435
840,0.6331,0.0099,0.3944,0.009
841,0.8812,0.5242,0.9024,0.4221
842,0.8689,0.0724,0.9321,0.0449
843,0.5494,0.4892,0.4524,0.5777
844,0.7828,0.9312,0.6046,0.9256
845,0.9559,0.1727,0.887,0.1817
846,0.8065,0.0264,0.3721,0.0276
847,0.9146,0.6943,0.9882,0.6883
848,0.327,0.0988,0.7457,0.1164
849,0.3813,0.5432,0.215,0.6126
850,0.58,0.9489,0.7344,0.9639
851,0.4871,0.2067,0.3445,0.2381
852,0.4901,0.065,0.1248,0.0537
853,0.5244,0.8639,0.5782,0.787
854,0.4496,0.1499,0.5937,0.0661
855,0.9989,0.6438,0.2845,0.7048
856,0.833,0.9833,0.482,0.975
857,0.8516,0.4421,0.6187,0.3301
858,0.3195,0.1814,0.145,0.1307
859,0.2649,0.8818,0.3618,0.8407
860,0.4913,0.2833,0.4271,0.1072
861,0.6195,0.6993,0.315,0.7476
862,0.7262,0.986,0.6949,0.9844
863,0.986,0.4898,0.9936,0.4464
864,0.2333,0.3533,0.5525,0.1503
865,0.5647,0.9846,0.9036,0.961
866,0.4666,0.8444,0.2589,0.6198
867,0.698,0.9268,0.9495,0.97
868,0.9435,0.9963,0.8478,0.9938
869,0.978,0.8576,0.8429,0.7583
870,0.7102,0.3311,0.5574,0.2355
871,0.7089,0.9909,0.8791,0.9659
872,0.2452,0.8678,0.4385,0.7065
873,0.9331,0.9851,0.8332,0.9633
874,0.9787,0.9973,0.9787,0.9937
875,0.7427,0.8889,0.7851,0.8055
876,0.6389,0.2917,0.4925,0.2871
877,0.6516,0.9908,0.8226,0.9685
878,0.3113,0.8433,0.3241,0.7061
879,0.7861,0.8815,0.8719,0.8243
880,0.9292,0.9982,0.9486,0.9969
881,0.7273,0.8666,0.7856,0.8413
882,0.5169,0.1718,0.4525,0.2612
883,0.7335,0.9822,0.814,0.9732
884,0.5415,0.7682,0.497,0.6797
885,0.8292,0.8604,0.8887,0.7666
886,0.9153,0.9979,0.9306,0.9967
887,0.802,0.8284,0.8661,0.8194
888,0.39,0.0864,0.3393,0.27
889,0.6791,0.9264,0.7155,0.9727
890,0.2623,0.6038,0.2474,0.6353
891,0.6533,0.7098,0.6468,0.7775
892,0.4151,0.9943,0.6757,0.9935
893,0.4581,0.779,0.4666,0.7704
894,0.6191,0.0385,0.5002,0.211
895,0.623,0.8577,0.5705,0.9305
896,0.3987,0.5111,0.3113,0.5194
897,0.8033,0.5326,0.8149,0.5158
898,0.5717,0.9949,0.7243,0.9952
899,0.7231,0.7744,0.583,0.7801
900,0.686,0.035,0.3879,0.0884
901,0.8643,0.8262,0.7566,0.8917
902,0.5638,0.281,0.5606,0.3807
903,0.8562,0.5611,0.6517,0.5071
904,0.7296,0.9948,0.5119,0.9948
905,0.5086,0.7769,0.564,0.676
906,0.6432,0.0187,0.2747,0.1961
907,0.3987,0.863,0.1007,0.9337
908,0.7734,0.3427,0.1517,0.5044
909,0.6455,0.5092,0.3535,0.5058
910,0.9648,0.9928,0.4296,0.9955
911,0.9631,0.7585,0.6551,0.7503
912,0.5196,0.1285,0.5193,0.0677
913,0.9959,0.8761,0.9857,0.9694
914,0.6708,0.407,0.7516,0.7126
915,0.8047,0.7482,0.9337,0.9868
916,0.8332,0.9868,0.9519,0.9967
917,0.8337,0.8407,0.8668,0.7341
918,0.378,0.1138,0.4677,0.0838
919,0.9884,0.7873,0.9825,0.9552
920,0.945,0.3142,0.8684,0.6222
921,0.8134,0.7208,0.8245,0.9367
922,0.9706,0.9854,0.9147,0.9922
923,0.8189,0.7547,0.7627,0.6706
924,0.5365,0.0593,0.6203,0.2158
925,0.9777,0.8046,0.9782,0.8953
926,0.8533,0.2944,0.8205,0.6336
927,0.6843,0.742,0.8351,0.881
928,0.6765,0.9901,0.669,0.9962
929,0.9697,0.7708,0.9828,0.7477
930,0.4135,0.0718,0.5041,0.2147
931,0.969,0.8407,0.8805,0.9321
932,0.9572,0.3757,0.6142,0.6234
933,0.9128,0.7439,0.9165,0.8753
934,0.8976,0.9914,0.8613,0.996
935,0.9962,0.8334,0.9872,0.7883
936,0.2988,0.1321,0.4285,0.284
937,0.8987,0.9213,0.8596,0.9516
938,0.9925,0.3845,0.9159,0.6225
939,0.7643,0.885,0.8555,0.9449
940,0.9787,0.998,0.9903,0.9961
941,0.7221,0.937,0.7854,0.7919
942,0.364,0.0918,0.496,0.3194
943,0.9458,0.8843,0.9348,0.9624
944,0.9911,0.264,0.9877,0.5429
945,0.6944,0.6204,0.9128,0.7488
946,0.672,0.9969,0.7632,0.9971
947,0.7013,0.8076,0.8998,0.7859
948,0.235,0.0373,0.3866,0.1752
949,0.5706,0.7367,0.5873,0.8785
950,0.9823,0.2471,0.9632,0.4828
951,0.5685,0.3914,0.7559,0.3924
952,0.8664,0.9919,0.9375,0.9929
953,0.9844,0.5739,0.8982,0.6022
954,0.5122,0.0711,0.6183,0.1628
955,0.9801,0.8484,0.957,0.9405
956,0.9961,0.161,0.993,0.5039
957,0.6319,0.4097,0.7969,0.547
958,0.9033,0.9918,0.8578,0.993
959,0.8592,0.5852,0.758,0.6648
960,0.7817,0.0973,0.3991,0.085
961,0.9565,0.8935,0.7898,0.837
962,0.8828,0.4655,0.8321,0.3611
963,0.9878,0.889,0.9191,0.6701
964,0.9841,0.9879,0.9808,0.9906
965,0.9875,0.652,0.9947,0.6643
966,0.932,0.2033,0.9578,0.0872
967,0.7277,0.9028,0.7839,0.8218
968,0.8098,0.5925,0.8078,0.5333
969,0.929,0.7188,0.931,0.4376
970,0.9991,0.9945,0.9992,0.9926
971,0.9648,0.7812,0.9823,0.6974
972,0.9905,0.3347,0.9929,0.1967
973,0.71,0.9024,0.7349,0.7975
974,0.7604,0.6489,0.8429,0.5676
975,0.9946,0.8764,0.9929,0.4972
976,0.9816,0.9961,0.9873,0.9891
977,0.961,0.8805,0.9659,0.7075
978,0.9718,0.0589,0.96,0.0336
979,0.972,0.7427,0.9859,0.633
980,0.6797,0.4044,0.6252,0.2852
981,0.9878,0.3018,0.9944,0.2361
982,0.9435,0.9836,0.9294,0.9749
983,0.9769,0.4785,0.976,0.3348
984,0.5197,0.0379,0.5446,0.018
985,0.6252,0.7166,0.6887,0.5649
986,0.8035,0.6447,0.8871,0.51
987,0.9747,0.3305,0.9813,0.2091
988,0.9624,0.9904,0.9685,0.9851
989,0.9598,0.5541,0.9758,0.2772
990,0.7085,0.0315,0.6239,0.0209
991,0.9716,0.7764,0.9743,0.6139
992,0.7018,0.7123,0.7556,0.8219
993,0.8071,0.8214,0.797,0.3456
994,0.8743,0.9919,0.7517,0.9918
995,0.847,0.6307,0.8264,0.4999
996,0.5831,0.0297,0.5418,0.0069
997,0.9412,0.6744,0.926,0.6523
998,0.926,0.2756,0.9788,0.3535
999,0.9382,0.2592,0.8148,0.2306
1000,0.9856,0.989,0.962,0.987
1001,0.9006,0.3601,0.7651,0.2731
1002,0.7768,0.033,0.7612,0.0105
1003,0.9518,0.8171,0.9572,0.8125
1004,0.9733,0.403,0.9904,0.3863
1005,0.9184,0.663,0.9308,0.2924
1006,0.9493,0.9912,0.9751,0.9854
1007,0.8674,0.5351,0.8577,0.349
1008,0.7642,0.0619,0.9101,0.1792
1009,0.9297,0.7103,0.934,0.9334
1010,0.9628,0.5372,0.9914,0.9473
1011,0.8343,0.4281,0.9677,0.8893
1012,0.9017,0.9769,0.9872,0.9962
1013,0.916,0.3558,0.9615,0.778
1014,0.5796,0.0733,0.7425,0.1217
1015,0.8919,0.8373,0.9321,0.7394
1016,0.946,0.4631,0.9613,0.7704
1017,0.6556,0.5626,0.7743,0.8717
1018,0.9021,0.9937,0.9685,0.9949
1019,0.8284,0.5571,0.9007,0.686
1020,0.434,0.0835,0.5453,0.0862
1021,0.9928,0.8169,0.9836,0.7164
1022,0.8776,0.5433,0.9136,0.6554
1023,0.6611,0.5901,0.8049,0.6612
1024,0.8134,0.9918,0.9438,0.9941
1025,0.6992,0.6827,0.7856,0.6954
1026,0.8832,0.0252,0.9283,0.0359
1027,0.9437,0.7603,0.9439,0.6537
1028,0.7366,0.1626,0.7262,0.3244
1029,0.7176,0.294,0.7609,0.4314
1030,0.8143,0.9793,0.8785,0.9756
1031,0.9967,0.4514,0.997,0.4887
1032,0.425,0.0454,0.4813,0.0359
1033,0.9567,0.7896,0.9696,0.6727
1034,0.9562,0.2534,0.9562,0.3516
1035,0.5147,0.386,0.7937,0.364
1036,0.8229,0.9784,0.9328,0.9591
1037,0.6558,0.6403,0.7954,0.6296
1038,0.3597,0.0561,0.4463,0.0264
1039,0.985,0.8184,0.9838,0.7252
1040,0.9735,0.2908,0.977,0.3624
1041,0.5891,0.46,0.7705,0.4675
1042,0.698,0.9923,0.9096,0.9925
1043,0.5885,0.7462,0.7681,0.7201
1044,0.2069,0.0535,0.2857,0.046
1045,0.7938,0.8861,0.9807,0.8827
1046,0.975,0.111,0.9962,0.1887
1047,0.537,0.6655,0.9426,0.7573
1048,0.7452,0.995,0.9866,0.9943
1049,0.9251,0.8837,0.967,0.7866
1050,0.2407,0.0333,0.3607,0.0323
1051,0.8062,0.8066,0.8003,0.8209
1052,0.9887,0.0795,0.9945,0.1049
1053,0.3466,0.5944,0.5463,0.5516
1054,0.7529,0.992,0.8743,0.9916
1055,0.8655,0.6746,0.929,0.7168
1056,0.6579,0.1767,0.6698,0.223
1057,0.9935,0.8573,0.9928,0.9022
1058,0.966,0.4175,0.968,0.5678
1059,0.9882,0.7711,0.9907,0.7824
1060,0.9989,0.9836,0.9987,0.9875
1061,0.97,0.5783,0.9651,0.6707
1062,0.5288,0.0552,0.4238,0.0976
1063,0.8428,0.7733,0.7714,0.8826
1064,0.9779,0.3691,0.9835,0.4653
1065,0.9325,0.443,0.8554,0.41
1066,0.9781,0.9866,0.9847,0.9849
1067,0.9994,0.6199,0.9993,0.5914
1068,0.235,0.0381,0.1592,0.0598
1069,0.8678,0.8361,0.8369,0.8896
1070,0.9641,0.499,0.9545,0.5512
1071,0.9145,0.3707,0.8595,0.4929
1072,0.9039,0.9852,0.8422,0.9844
1073,0.86,0.5124,0.7718,0.487
1074,0.6776,0.1685,0.6986,0.2663
1075,0.8777,0.9203,0.834,0.9575
1076,0.8435,0.8321,0.8453,0.8127
1077,0.9496,0.6996,0.9413,0.7499
1078,0.948,0.9888,0.9382,0.9892
1079,0.8984,0.5268,0.8831,0.5964
1080,0.6365,0.1238,0.5804,0.1851
1081,0.9677,0.9122,0.9515,0.9513
1082,0.7293,0.6115,0.7826,0.714
1083,0.958,0.6649,0.9596,0.7142
1084,0.9047,0.9834,0.899,0.9926
1085,0.8863,0.6497,0.9066,0.7207
1086,0.7223,0.0395,0.7868,0.0393
1087,0.9472,0.7931,0.9555,0.8752
1088,0.6142,0.3758,0.6223,0.5155
1089,0.8152,0.6297,0.8057,0.7464
1090,0.7492,0.9901,0.7556,0.9927
1091,0.766,0.6104,0.7687,0.7267
1092,0.7831,0.0855,0.8612,0.0817
1093,0.9667,0.9279,0.9644,0.9476
1094,0.8379,0.5636,0.8983,0.6463
1095,0.9304,0.8267,0.9805,0.9168
1096,0.9466,0.9963,0.9783,0.997
1097,0.9327,0.8561,0.9816,0.8835
1098,0.8195,0.1174,0.7649,0.1097
1099,0.9709,0.9511,0.9694,0.949
1100,0.9567,0.6173,0.9759,0.6307
1101,0.9011,0.9489,0.8811,0.9831
1102,0.9799,0.9977,0.9707,0.9978
1103,0.913,0.8938,0.8771,0.913
1104,0.5793,0.107,0.3233,0.1653
1105,0.7514,0.2665,0.819,0.4047
1106,0.9422,0.5887,0.9397,0.5587
1107,0.5583,0.2293,0.3612,0.3131
1108,0.5998,0.2782,0.7401,0.5271
1109,0.6559,0.7321,0.6421,0.8043
1110,0.8498,0.2985,0.7485,0.2532
1111,0.7452,0.3516,0.7586,0.6293
1112,0.9634,0.7221,0.9506,0.799
1113,0.6023,0.3263,0.4846,0.3466
1114,0.6214,0.3357,0.6604,0.555
1115,0.5842,0.7299,0.6012,0.8039
1116,0.5343,0.2622,0.4157,0.1368
1117,0.4232,0.3248,0.4654,0.3631
1118,0.9678,0.6602,0.9178,0.639
1119,0.9934,0.2323,0.7397,0.2245
1120,0.2639,0.3276,0.2754,0.385
1121,0.943,0.8951,0.8749,0.8832
1122,0.987,0.1724,0.7915,0.1477
1123,0.8817,0.4418,0.9319,0.4287
1124,0.9977,0.8604,0.9917,0.7949
1125,0.9713,0.262,0.9309,0.2106
1126,0.5801,0.4104,0.424,0.5536
1127,0.7867,0.4836,0.8112,0.7763
1128,0.1509,0.1306,0.5039,0.1712
1129,0.5976,0.6914,0.765,0.7293
1130,0.9938,0.5734,0.9991,0.6565
1131,0.3184,0.2221,0.5251,0.3173
1132,0.3424,0.7521,0.302,0.7043
1133,0.9598,0.7854,0.9395,0.8484
1134,0.6868,0.3033,0.7134,0.351
1135,0.4449,0.7605,0.5515,0.7371
1136,0.6281,0.826,0.7736,0.8588
1137,0.9443,0.3547,0.9454,0.4106
1138,0.5538,0.6589,0.523,0.7531
1139,0.8418,0.7175,0.7857,0.8037
1140,0.9837,0.4664,0.9818,0.3742
1141,0.6732,0.6352,0.5964,0.7702
1142,0.9225,0.729,0.902,0.8997
1143,0.7942,0.2973,0.7744,0.2323
1144,0.8578,0.8205,0.8434,0.8914
1145,0.9964,0.6721,0.9966,0.7619
1146,0.537,0.1099,0.3903,0.1432
1147,0.9984,0.6683,0.9939,0.7973
1148,0.9084,0.4301,0.9484,0.6181
1149,0.8081,0.0435,0.9538,0.0315
1150,0.9846,0.5035,0.9952,0.5555
1151,0.8311,0.4914,0.8205,0.6666
1152,0.6089,0.0506,0.4689,0.0263
1153,0.8813,0.2139,0.9562,0.1265
1154,0.9965,0.5555,0.9746,0.6519
1155,0.6602,0.086,0.6743,0.0347
1156,0.618,0.4907,0.7235,0.3481
1157,0.8853,0.5688,0.8526,0.4136
1158,0.7994,0.2345,0.89,0.1193
1159,0.9382,0.593,0.9645,0.414
1160,0.8167,0.6245,0.9015,0.6702
1161,0.928,0.2228,0.9231,0.0765
1162,0.5718,0.7818,0.6677,0.5001
1163,0.8893,0.6416,0.942,0.5064
1164,0.6104,0.4602,0.8137,0.3079
1165,0.656,0.9131,0.855,0.7708
1166,0.6995,0.8089,0.9032,0.7975
1167,0.184,0.4762,0.2829,0.4682
1168,0.6681,0.8982,0.7275,0.795
1169,0.9952,0.7464,0.9946,0.6969
1170,0.9791,0.4295,0.9707,0.596
1171,0.2184,0.9368,0.1504,0.851
1172,0.9811,0.8284,0.9813,0.8324
1173,0.951,0.4178,0.9329,0.3458
1174,0.6007,0.8937,0.3942,0.7938
1175,0.9318,0.7579,0.9187,0.7069
1176,0.47,0.1102,0.3713,0.1135
1177,0.7212,0.6843,0.756,0.5533
1178,0.7985,0.8178,0.8475,0.7846
1179,0.2337,0.104,0.2985,0.1557
1180,0.5321,0.4506,0.6228,0.5199
1181,0.3788,0.7876,0.35,0.8055
1182,0.7583,0.1172,0.7381,0.212
1183,0.404,0.4452,0.3975,0.5224
1184,0.761,0.7587,0.7579,0.7862
1185,0.3144,0.0809,0.3603,0.1449
1186,0.6725,0.3658,0.6861,0.6111
1187,0.8951,0.5836,0.9247,0.749
1188,0.7159,0.0372,0.7761,0.0612
1189,0.4103,0.3177,0.4363,0.4526
1190,0.7853,0.5876,0.8352,0.698
1191,0.7055,0.0816,0.8417,0.0937
1192,0.5031,0.4783,0.6224,0.5553
1193,0.9943,0.6616,0.9954,0.7064
1194,0.9492,0.1377,0.8717,0.1555
1195,0.3388,0.6155,0.5397,0.6104
1196,0.9195,0.7253,0.9486,0.6652
1197,0.7543,0.1123,0.6752,0.145
1198,0.9316,0.7787,0.8654,0.8753
1199,0.9938,0.7472,0.9917,0.7619
1200,0.5793,0.107,0.3233,0.1653
1201,0.7514,0.2665,0.819,0.4047
1202,0.9422,0.5887,0.9397,0.5587
1203,0.5583,0.2293,0.3612,0.3131
1204,0.5998,0.2782,0.7401,0.5271
1205,0.6559,0.7321,0.6421,0.8043
1206,0.8498,0.2985,0.7485,0.2532
1207,0.7452,0.3516,0.7586,0.6293
1208,0.9634,0.7221,0.9506,0.799
1209,0.6023,0.3263,0.4846,0.3466
1210,0.6214,0.3357,0.6604,0.555
1211,0.5842,0.7299,0.6012,0.8039
1212,0.5343,0.2622,0.4157,0.1368
1213,0.4232,0.3248,0.4654,0.3631
1214,0.9678,0.6602,0.9178,0.639
1215,0.9934,0.2323,0.7397,0.2245
1216,0.2639,0.3276,0.2754,0.385
1217,0.943,0.8951,0.8749,0.8832
1218,0.987,0.1724,0.7915,0.1477
1219,0.8817,0.4418,0.9319,0.4287
1220,0.9977,0.8604,0.9917,0.7949
1221,0.9713,0.262,0.9309,0.2106
1222,0.5801,0.4104,0.424,0.5536
1223,0.7867,0.4836,0.8112,0.7763
1224,0.3661,0.0056,0.2246,0.0078
1225,0.8885,0.4957,0.955,0.5309
1226,0.5086,0.6545,0.8148,0.5852
1227,0.3992,0.0107,0.5498,0.0092
1228,0.4587,0.1253,0.4586,0.2269
1229,0.9848,0.5402,0.9904,0.5654
1230,0.5139,0.0133,0.5556,0.0177
1231,0.3291,0.0921,0.3056,0.1611
1232,0.8043,0.6352,0.7336,0.5835
1233,0.9369,0.0161,0.9573,0.0216
1234,0.6197,0.0863,0.664,0.2048
1235,0.9866,0.5297,0.9848,0.5245
1236,0.9919,0.0178,0.9901,0.0152
1237,0.3724,0.0714,0.3111,0.2266
1238,0.99,0.4416,0.9848,0.3519
1239,0.863,0.1979,0.8417,0.0817
1240,0.872,0.3423,0.9456,0.6391
1241,0.983,0.5396,0.9908,0.5083
1242,0.6533,0.2415,0.9938,0.1919
1243,0.9331,0.6109,0.9539,0.6363
1244,0.8129,0.6867,0.9177,0.7021
1245,0.6455,0.2563,0.9686,0.3811
1246,0.8922,0.6794,0.9713,0.575
1247,0.8001,0.651,0.9554,0.7418
1248,0.6314,0.1634,0.7064,0.1162
1249,0.2698,0.9098,0.2351,0.8147
1250,0.55,0.7885,0.6297,0.729
1251,0.8569,0.1539,0.8738,0.1584
1252,0.403,0.4785,0.302,0.5561
1253,0.8412,0.6165,0.8561,0.7055
1254,0.6589,0.1861,0.7051,0.174
1255,0.5752,0.4668,0.4599,0.529
1256,0.805,0.6041,0.8199,0.702
1257,0.395,0.0727,0.4817,0.1196
1258,0.6308,0.5218,0.5585,0.5422
1259,0.9492,0.7314,0.9401,0.8142
1260,0.9922,0.2031,0.9924,0.1411
1261,0.9683,0.2942,0.9346,0.2738
1262,0.9828,0.495,0.987,0.6816
1263,0.9482,0.2808,0.9797,0.168
1264,0.8836,0.3887,0.781,0.1683
1265,0.9453,0.6376,0.9593,0.6378
1266,0.7444,0.158,0.8994,0.1202
1267,0.9345,0.5685,0.6996,0.2718
1268,0.8542,0.4782,0.8504,0.4464
1269,0.1663,0.1074,0.3639,0.0872
1270,0.7409,0.614,0.8563,0.3878
1271,0.9932,0.5099,0.977,0.4304
1272,0.5038,0.0609,0.3125,0.035
1273,0.9687,0.2225,0.9905,0.1501
1274,0.9972,0.7655,0.9998,0.6888
